tick,type,tempo,time,meta,track,control,value,channel,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,program,note,velocity
727,note_on,,0,0,0,,,7,,,,,,,45,100
757,note_on,,30,0,0,,,7,,,,,,,74,0
757,note_on,,0,0,0,,,7,,,,,,,71,0
787,note_on,,30,0,0,,,7,,,,,,,73,100
787,note_on,,0,0,0,,,7,,,,,,,69,100
787,note_on,,0,0,0,,,7,,,,,,,45,0
787,note_on,,0,0,0,,,7,,,,,,,45,100
817,note_on,,30,0,0,,,7,,,,,,,73,0
817,note_on,,0,0,0,,,7,,,,,,,69,0
847,note_on,,30,0,0,,,7,,,,,,,73,100
847,note_on,,0,0,0,,,7,,,,,,,69,100
847,note_on,,0,0,0,,,7,,,,,,,45,0
847,note_on,,0,0,0,,,7,,,,,,,45,100
907,note_on,,60,0,0,,,7,,,,,,,45,0
907,note_on,,0,0,0,,,7,,,,,,,45,100
967,note_on,,60,0,0,,,7,,,,,,,73,0
967,note_on,,0,0,0,,,7,,,,,,,69,0
967,note_on,,0,0,0,,,7,,,,,,,45,0
967,note_on,,0,0,0,,,7,,,,,,,45,100
1027,note_on,,60,0,0,,,7,,,,,,,45,0
1027,note_on,,0,0,0,,,7,,,,,,,45,100
1087,note_on,,60,0,0,,,7,,,,,,,74,100
1087,note_on,,0,0,0,,,7,,,,,,,66,100
1087,note_on,,0,0,0,,,7,,,,,,,59,100
1087,note_on,,0,0,0,,,7,,,,,,,57,0
1087,note_on,,0,0,0,,,7,,,,,,,50,100
1087,note_on,,0,0,0,,,7,,,,,,,45,0
1087,note_on,,0,0,0,,,7,,,,,,,38,100
1207,note_on,,120,0,0,,,7,,,,,,,74,0
1207,note_on,,0,0,0,,,7,,,,,,,71,100
1207,note_on,,0,0,0,,,7,,,,,,,66,0
1207,note_on,,0,0,0,,,7,,,,,,,62,100
1207,note_on,,0,0,0,,,7,,,,,,,59,0
1207,note_on,,0,0,0,,,7,,,,,,,50,0
1207,note_on,,0,0,0,,,7,,,,,,,38,0
1267,note_on,,60,0,0,,,7,,,,,,,71,0
1267,note_on,,0,0,0,,,7,,,,,,,62,0
1327,note_on,,60,0,0,,,7,,,,,,,74,100
1327,note_on,,0,0,0,,,7,,,,,,,66,100
1327,note_on,,0,0,0,,,7,,,,,,,59,100
1327,note_on,,0,0,0,,,7,,,,,,,50,100
1327,note_on,,0,0,0,,,7,,,,,,,38,100
1447,note_on,,120,0,0,,,7,,,,,,,74,0
1447,note_on,,0,0,0,,,7,,,,,,,71,100
1447,note_on,,0,0,0,,,7,,,,,,,66,0
1447,note_on,,0,0,0,,,7,,,,,,,62,100
1447,note_on,,0,0,0,,,7,,,,,,,59,0
1447,note_on,,0,0,0,,,7,,,,,,,50,0
1447,note_on,,0,0,0,,,7,,,,,,,38,0
1507,note_on,,60,0,0,,,7,,,,,,,71,0
1507,note_on,,0,0,0,,,7,,,,,,,62,0
1567,note_on,,60,0,0,,,7,,,,,,,69,100
1567,note_on,,0,0,0,,,7,,,,,,,61,100
1567,note_on,,0,0,0,,,7,,,,,,,52,100
1627,note_on,,60,0,0,,,7,,,,,,,40,100
1687,note_on,,60,0,0,,,7,,,,,,,40,0
1687,note_on,,0,0,0,,,7,,,,,,,40,100
1747,note_on,,60,0,0,,,7,,,,,,,40,0
1747,note_on,,0,0,0,,,7,,,,,,,40,100
1807,note_on,,60,0,0,,,7,,,,,,,69,0
1807,note_on,,0,0,0,,,7,,,,,,,68,100
1807,note_on,,0,0,0,,,7,,,,,,,61,0
1807,note_on,,0,0,0,,,7,,,,,,,59,100
1807,note_on,,0,0,0,,,7,,,,,,,40,0
1807,note_on,,0,0,0,,,7,,,,,,,40,100
1867,note_on,,60,0,0,,,7,,,,,,,68,0
1867,note_on,,0,0,0,,,7,,,,,,,59,0
1867,note_on,,0,0,0,,,7,,,,,,,52,0
1867,note_on,,0,0,0,,,7,,,,,,,64,100
1867,note_on,,0,0,0,,,7,,,,,,,40,0
1867,note_on,,0,0,0,,,7,,,,,,,52,100
1927,note_on,,60,0,0,,,7,,,,,,,64,0
1927,note_on,,0,0,0,,,7,,,,,,,63,100
1927,note_on,,0,0,0,,,7,,,,,,,52,0
1927,note_on,,0,0,0,,,7,,,,,,,51,100
1987,note_on,,60,0,0,,,7,,,,,,,63,0
1987,note_on,,0,0,0,,,7,,,,,,,62,100
1987,note_on,,0,0,0,,,7,,,,,,,51,0
1987,note_on,,0,0,0,,,7,,,,,,,50,100
2047,note_on,,60,0,0,,,7,,,,,,,69,100
2047,note_on,,0,0,0,,,7,,,,,,,64,100
2047,note_on,,0,0,0,,,7,,,,,,,62,0
2047,note_on,,0,0,0,,,7,,,,,,,61,100
2047,note_on,,0,0,0,,,7,,,,,,,50,0
2047,note_on,,0,0,0,,,7,,,,,,,49,100
2107,note_on,,60,0,0,,,7,,,,,,,61,0
2107,note_on,,0,0,0,,,7,,,,,,,61,100
2107,note_on,,0,0,0,,,7,,,,,,,49,0
2107,note_on,,0,0,0,,,7,,,,,,,49,100
2167,note_on,,60,0,0,,,7,,,,,,,61,0
2167,note_on,,0,0,0,,,7,,,,,,,61,100
2167,note_on,,0,0,0,,,7,,,,,,,49,0
2167,note_on,,0,0,0,,,7,,,,,,,49,100
2227,note_on,,60,0,0,,,7,,,,,,,61,0
2227,note_on,,0,0,0,,,7,,,,,,,61,100
2227,note_on,,0,0,0,,,7,,,,,,,49,0
2227,note_on,,0,0,0,,,7,,,,,,,49,100
2287,note_on,,60,0,0,,,7,,,,,,,62,100
2287,note_on,,0,0,0,,,7,,,,,,,61,0
2287,note_on,,0,0,0,,,7,,,,,,,59,100
2287,note_on,,0,0,0,,,7,,,,,,,49,0
2287,note_on,,0,0,0,,,7,,,,,,,47,100
2347,note_on,,60,0,0,,,7,,,,,,,69,0
2347,note_on,,0,0,0,,,7,,,,,,,68,100
2347,note_on,,0,0,0,,,7,,,,,,,62,0
2347,note_on,,0,0,0,,,7,,,,,,,62,100
2347,note_on,,0,0,0,,,7,,,,,,,59,0
2347,note_on,,0,0,0,,,7,,,,,,,59,100
2347,note_on,,0,0,0,,,7,,,,,,,47,0
2347,note_on,,0,0,0,,,7,,,,,,,47,100
2407,note_on,,60,0,0,,,7,,,,,,,68,0
2407,note_on,,0,0,0,,,7,,,,,,,69,100
2407,note_on,,0,0,0,,,7,,,,,,,62,0
2407,note_on,,0,0,0,,,7,,,,,,,61,100
2407,note_on,,0,0,0,,,7,,,,,,,59,0
2407,note_on,,0,0,0,,,7,,,,,,,57,100
2407,note_on,,0,0,0,,,7,,,,,,,47,0
2407,note_on,,0,0,0,,,7,,,,,,,45,100
2467,note_on,,60,0,0,,,7,,,,,,,69,0
2467,note_on,,0,0,0,,,7,,,,,,,66,100
2467,note_on,,0,0,0,,,7,,,,,,,61,0
2467,note_on,,0,0,0,,,7,,,,,,,61,100
2467,note_on,,0,0,0,,,7,,,,,,,57,0
2467,note_on,,0,0,0,,,7,,,,,,,57,100
2467,note_on,,0,0,0,,,7,,,,,,,45,0
2467,note_on,,0,0,0,,,7,,,,,,,45,100
2527,note_on,,60,0,0,,,7,,,,,,,66,0
2527,note_on,,0,0,0,,,7,,,,,,,61,0
2527,note_on,,0,0,0,,,7,,,,,,,59,100
2527,note_on,,0,0,0,,,7,,,,,,,57,0
2527,note_on,,0,0,0,,,7,,,,,,,56,100
2527,note_on,,0,0,0,,,7,,,,,,,45,0
2527,note_on,,0,0,0,,,7,,,,,,,44,100
2587,note_on,,60,0,0,,,7,,,,,,,74,100
2587,note_on,,0,0,0,,,7,,,,,,,59,0
2587,note_on,,0,0,0,,,7,,,,,,,59,100
2587,note_on,,0,0,0,,,7,,,,,,,56,0
2587,note_on,,0,0,0,,,7,,,,,,,56,100
2587,note_on,,0,0,0,,,7,,,,,,,44,0
2587,note_on,,0,0,0,,,7,,,,,,,44,100
2647,note_on,,60,0,0,,,7,,,,,,,74,0
2647,note_on,,0,0,0,,,7,,,,,,,74,100
2647,note_on,,0,0,0,,,7,,,,,,,59,0
2647,note_on,,0,0,0,,,7,,,,,,,57,100
2647,note_on,,0,0,0,,,7,,,,,,,56,0
2647,note_on,,0,0,0,,,7,,,,,,,54,100
2647,note_on,,0,0,0,,,7,,,,,,,44,0
2647,note_on,,0,0,0,,,7,,,,,,,42,100
2707,note_on,,60,0,0,,,7,,,,,,,57,0
2707,note_on,,0,0,0,,,7,,,,,,,57,100
2707,note_on,,0,0,0,,,7,,,,,,,54,0
2707,note_on,,0,0,0,,,7,,,,,,,54,100
2707,note_on,,0,0,0,,,7,,,,,,,42,0
2707,note_on,,0,0,0,,,7,,,,,,,42,100
2767,note_on,,60,0,0,,,7,,,,,,,57,0
2767,note_on,,0,0,0,,,7,,,,,,,56,100
2767,note_on,,0,0,0,,,7,,,,,,,54,0
2767,note_on,,0,0,0,,,7,,,,,,,52,100
2767,note_on,,0,0,0,,,7,,,,,,,42,0
2767,note_on,,0,0,0,,,7,,,,,,,40,100
2827,note_on,,60,0,0,,,7,,,,,,,74,0
2827,note_on,,0,0,0,,,7,,,,,,,73,100
2827,note_on,,0,0,0,,,7,,,,,,,56,0
2827,note_on,,0,0,0,,,7,,,,,,,56,100
2827,note_on,,0,0,0,,,7,,,,,,,52,0
2827,note_on,,0,0,0,,,7,,,,,,,52,100
2827,note_on,,0,0,0,,,7,,,,,,,40,0
2827,note_on,,0,0,0,,,7,,,,,,,40,100
2887,note_on,,60,0,0,,,7,,,,,,,73,0
2887,note_on,,0,0,0,,,7,,,,,,,74,100
2887,note_on,,0,0,0,,,7,,,,,,,56,0
2887,note_on,,0,0,0,,,7,,,,,,,68,100
2887,note_on,,0,0,0,,,7,,,,,,,52,0
2887,note_on,,0,0,0,,,7,,,,,,,50,100
2887,note_on,,0,0,0,,,7,,,,,,,40,0
2887,note_on,,0,0,0,,,7,,,,,,,38,100
2947,note_on,,60,0,0,,,7,,,,,,,74,0
2947,note_on,,0,0,0,,,7,,,,,,,71,100
2947,note_on,,0,0,0,,,7,,,,,,,68,0
2947,note_on,,0,0,0,,,7,,,,,,,68,100
2947,note_on,,0,0,0,,,7,,,,,,,50,0
2947,note_on,,0,0,0,,,7,,,,,,,50,100
2947,note_on,,0,0,0,,,7,,,,,,,38,0
2947,note_on,,0,0,0,,,7,,,,,,,38,100
3007,note_on,,60,0,0,,,7,,,,,,,71,0
3007,note_on,,0,0,0,,,7,,,,,,,76,100
3007,note_on,,0,0,0,,,7,,,,,,,68,0
3007,note_on,,0,0,0,,,7,,,,,,,69,100
3007,note_on,,0,0,0,,,7,,,,,,,64,0
3007,note_on,,0,0,0,,,7,,,,,,,64,100
3007,note_on,,0,0,0,,,7,,,,,,,50,0
3007,note_on,,0,0,0,,,7,,,,,,,49,100
3007,note_on,,0,0,0,,,7,,,,,,,38,0
3007,note_on,,0,0,0,,,7,,,,,,,37,100
3067,note_on,,60,0,0,,,7,,,,,,,76,0
3067,note_on,,0,0,0,,,7,,,,,,,81,100
3067,note_on,,0,0,0,,,7,,,,,,,69,0
3127,note_on,,60,0,0,,,7,,,,,,,81,0
3127,note_on,,0,0,0,,,7,,,,,,,80,100
3127,note_on,,0,0,0,,,7,,,,,,,62,100
3127,note_on,,0,0,0,,,7,,,,,,,49,0
3127,note_on,,0,0,0,,,7,,,,,,,47,100
3127,note_on,,0,0,0,,,7,,,,,,,37,0
3127,note_on,,0,0,0,,,7,,,,,,,35,100
3187,note_on,,60,0,0,,,7,,,,,,,80,0
3187,note_on,,0,0,0,,,7,,,,,,,74,100
3187,note_on,,0,0,0,,,7,,,,,,,62,0
3187,note_on,,0,0,0,,,7,,,,,,,68,100
3247,note_on,,60,0,0,,,7,,,,,,,74,0
3247,note_on,,0,0,0,,,7,,,,,,,73,100
3247,note_on,,0,0,0,,,7,,,,,,,68,0
3247,note_on,,0,0,0,,,7,,,,,,,69,100
3247,note_on,,0,0,0,,,7,,,,,,,47,0
3247,note_on,,0,0,0,,,7,,,,,,,45,100
3247,note_on,,0,0,0,,,7,,,,,,,35,0
3247,note_on,,0,0,0,,,7,,,,,,,33,100
3307,note_on,,60,0,0,,,7,,,,,,,73,0
3307,note_on,,0,0,0,,,7,,,,,,,76,100
3307,note_on,,0,0,0,,,7,,,,,,,69,0
3307,note_on,,0,0,0,,,7,,,,,,,61,100
3307,note_on,,0,0,0,,,7,,,,,,,64,0
3367,note_on,,60,0,0,,,7,,,,,,,76,0
3367,note_on,,0,0,0,,,7,,,,,,,71,100
3367,note_on,,0,0,0,,,7,,,,,,,61,0
3367,note_on,,0,0,0,,,7,,,,,,,66,100
3367,note_on,,0,0,0,,,7,,,,,,,62,100
3367,note_on,,0,0,0,,,7,,,,,,,45,0
3367,note_on,,0,0,0,,,7,,,,,,,50,100
3367,note_on,,0,0,0,,,7,,,,,,,33,0
3367,note_on,,0,0,0,,,7,,,,,,,38,100
3427,note_on,,60,0,0,,,7,,,,,,,71,0
3427,note_on,,0,0,0,,,7,,,,,,,78,100
3427,note_on,,0,0,0,,,7,,,,,,,66,0
3427,note_on,,0,0,0,,,7,,,,,,,54,100
3487,note_on,,60,0,0,,,7,,,,,,,78,0
3487,note_on,,0,0,0,,,7,,,,,,,69,100
3487,note_on,,0,0,0,,,7,,,,,,,62,0
3487,note_on,,0,0,0,,,7,,,,,,,61,100
3487,note_on,,0,0,0,,,7,,,,,,,54,0
3487,note_on,,0,0,0,,,7,,,,,,,52,100
3487,note_on,,0,0,0,,,7,,,,,,,50,0
3487,note_on,,0,0,0,,,7,,,,,,,38,0
3487,note_on,,0,0,0,,,7,,,,,,,40,100
3547,note_on,,60,0,0,,,7,,,,,,,51,100
3547,note_on,,0,0,0,,,7,,,,,,,52,0
3547,note_on,,0,0,0,,,7,,,,,,,40,0
3547,note_on,,0,0,0,,,7,,,,,,,39,100
3607,note_on,,60,0,0,,,7,,,,,,,52,100
3607,note_on,,0,0,0,,,7,,,,,,,51,0
3607,note_on,,0,0,0,,,7,,,,,,,39,0
3607,note_on,,0,0,0,,,7,,,,,,,40,100
3667,note_on,,60,0,0,,,7,,,,,,,69,0
3667,note_on,,0,0,0,,,7,,,,,,,71,100
3667,note_on,,0,0,0,,,7,,,,,,,61,0
3667,note_on,,0,0,0,,,7,,,,,,,62,100
3667,note_on,,0,0,0,,,7,,,,,,,51,100
3667,note_on,,0,0,0,,,7,,,,,,,52,0
3667,note_on,,0,0,0,,,7,,,,,,,40,0
3667,note_on,,0,0,0,,,7,,,,,,,39,100
3697,note_on,,30,0,0,,,7,,,,,,,71,0
3697,note_on,,0,0,0,,,7,,,,,,,69,100
3697,note_on,,0,0,0,,,7,,,,,,,62,0
3697,note_on,,0,0,0,,,7,,,,,,,61,100
3727,note_on,,30,0,0,,,7,,,,,,,69,0
3727,note_on,,0,0,0,,,7,,,,,,,68,100
3727,note_on,,0,0,0,,,7,,,,,,,61,0
3727,note_on,,0,0,0,,,7,,,,,,,59,100
3727,note_on,,0,0,0,,,7,,,,,,,52,100
3727,note_on,,0,0,0,,,7,,,,,,,51,0
3727,note_on,,0,0,0,,,7,,,,,,,39,0
3727,note_on,,0,0,0,,,7,,,,,,,40,100
3757,note_on,,30,0,0,,,7,,,,,,,68,0
3757,note_on,,0,0,0,,,7,,,,,,,59,0
3787,note_on,,30,0,0,,,4,,,,,,,71,80
3787,note_on,,0,0,0,,,4,,,,,,,68,80
3787,note_on,,0,0,0,,,5,,,,,,,59,80
3787,note_on,,0,0,0,,,5,,,,,,,56,80
3787,note_on,,0,0,0,,,7,,,,,,,71,100
3787,note_on,,0,0,0,,,7,,,,,,,68,100
3847,note_on,,60,0,0,,,4,,,,,,,71,0
3847,note_on,,0,0,0,,,4,,,,,,,73,80
3847,note_on,,0,0,0,,,4,,,,,,,68,0
3847,note_on,,0,0,0,,,4,,,,,,,69,80
3847,note_on,,0,0,0,,,5,,,,,,,59,0
3847,note_on,,0,0,0,,,5,,,,,,,61,80
3847,note_on,,0,0,0,,,5,,,,,,,56,0
3847,note_on,,0,0,0,,,5,,,,,,,57,80
3847,note_on,,0,0,0,,,7,,,,,,,71,0
3847,note_on,,0,0,0,,,7,,,,,,,73,100
3847,note_on,,0,0,0,,,7,,,,,,,68,0
3847,note_on,,0,0,0,,,7,,,,,,,69,100
3847,note_on,,0,0,0,,,7,,,,,,,52,0
3847,note_on,,0,0,0,,,7,,,,,,,40,0
3907,note_on,,60,0,0,,,4,,,,,,,73,0
3907,note_on,,0,0,0,,,4,,,,,,,74,80
3907,note_on,,0,0,0,,,4,,,,,,,69,0
3907,note_on,,0,0,0,,,4,,,,,,,71,80
3907,note_on,,0,0,0,,,5,,,,,,,61,0
3907,note_on,,0,0,0,,,5,,,,,,,62,80
3907,note_on,,0,0,0,,,5,,,,,,,57,0
3907,note_on,,0,0,0,,,5,,,,,,,59,80
3907,note_on,,0,0,0,,,7,,,,,,,73,0
3907,note_on,,0,0,0,,,7,,,,,,,74,100
3907,note_on,,0,0,0,,,7,,,,,,,69,0
3907,note_on,,0,0,0,,,7,,,,,,,71,100
3967,note_on,,60,0,0,,,4,,,,,,,74,0
3967,note_on,,0,0,0,,,4,,,,,,,76,80
3967,note_on,,0,0,0,,,4,,,,,,,71,0
3967,note_on,,0,0,0,,,4,,,,,,,85,80
3967,note_on,,0,0,0,,,5,,,,,,,62,0
3967,note_on,,0,0,0,,,5,,,,,,,64,80
3967,note_on,,0,0,0,,,5,,,,,,,59,0
3967,note_on,,0,0,0,,,5,,,,,,,61,80
3967,note_on,,0,0,0,,,6,,,,,,,57,80
3967,note_on,,0,0,0,,,6,,,,,,,45,80
3967,note_on,,0,0,0,,,7,,,,,,,74,0
3967,note_on,,0,0,0,,,7,,,,,,,76,100
3967,note_on,,0,0,0,,,7,,,,,,,71,0
3967,note_on,,0,0,0,,,7,,,,,,,73,100
3967,note_on,,0,0,0,,,7,,,,,,,69,100
3967,note_on,,0,0,0,,,7,,,,,,,57,100
3967,note_on,,0,0,0,,,7,,,,,,,45,100
4027,note_on,,60,0,0,,,7,,,,,,,69,0
4027,note_on,,0,0,0,,,7,,,,,,,69,100
4027,note_on,,0,0,0,,,7,,,,,,,57,0
4027,note_on,,0,0,0,,,7,,,,,,,57,100
4027,note_on,,0,0,0,,,7,,,,,,,45,0
4027,note_on,,0,0,0,,,7,,,,,,,45,100
4087,note_on,,60,0,0,,,7,,,,,,,69,0
4087,note_on,,0,0,0,,,7,,,,,,,69,100
4087,note_on,,0,0,0,,,7,,,,,,,57,0
4087,note_on,,0,0,0,,,7,,,,,,,57,100
4087,note_on,,0,0,0,,,7,,,,,,,45,0
4087,note_on,,0,0,0,,,7,,,,,,,45,100
4147,note_on,,60,0,0,,,7,,,,,,,69,0
4147,note_on,,0,0,0,,,7,,,,,,,69,100
4147,note_on,,0,0,0,,,7,,,,,,,57,0
4147,note_on,,0,0,0,,,7,,,,,,,57,100
4147,note_on,,0,0,0,,,7,,,,,,,45,0
4147,note_on,,0,0,0,,,7,,,,,,,45,100
4207,note_on,,60,0,0,,,4,,,,,,,76,0
4207,note_on,,0,0,0,,,4,,,,,,,73,80
4207,note_on,,0,0,0,,,4,,,,,,,85,0
4207,note_on,,0,0,0,,,4,,,,,,,81,80
4207,note_on,,0,0,0,,,5,,,,,,,64,0
4207,note_on,,0,0,0,,,5,,,,,,,57,80
4207,note_on,,0,0,0,,,6,,,,,,,57,0
4207,note_on,,0,0,0,,,6,,,,,,,57,80
4207,note_on,,0,0,0,,,6,,,,,,,45,0
4207,note_on,,0,0,0,,,6,,,,,,,45,80
4207,note_on,,0,0,0,,,7,,,,,,,76,0
4207,note_on,,0,0,0,,,7,,,,,,,57,0
4207,note_on,,0,0,0,,,7,,,,,,,57,100
4207,note_on,,0,0,0,,,7,,,,,,,45,0
4207,note_on,,0,0,0,,,7,,,,,,,45,100
4267,note_on,,60,0,0,,,7,,,,,,,57,0
4267,note_on,,0,0,0,,,7,,,,,,,57,100
4267,note_on,,0,0,0,,,7,,,,,,,45,0
4267,note_on,,0,0,0,,,7,,,,,,,45,100
4327,note_on,,60,0,0,,,7,,,,,,,57,0
4327,note_on,,0,0,0,,,7,,,,,,,57,100
4327,note_on,,0,0,0,,,7,,,,,,,45,0
4327,note_on,,0,0,0,,,7,,,,,,,45,100
4387,note_on,,60,0,0,,,4,,,,,,,73,0
4387,note_on,,0,0,0,,,4,,,,,,,74,80
4387,note_on,,0,0,0,,,4,,,,,,,81,0
4387,note_on,,0,0,0,,,4,,,,,,,83,80
4387,note_on,,0,0,0,,,5,,,,,,,61,0
4387,note_on,,0,0,0,,,5,,,,,,,62,80
4387,note_on,,0,0,0,,,5,,,,,,,57,0
4387,note_on,,0,0,0,,,5,,,,,,,59,80
4387,note_on,,0,0,0,,,6,,,,,,,57,0
4387,note_on,,0,0,0,,,6,,,,,,,57,80
4387,note_on,,0,0,0,,,6,,,,,,,45,0
4387,note_on,,0,0,0,,,6,,,,,,,45,80
4387,note_on,,0,0,0,,,7,,,,,,,73,0
4387,note_on,,0,0,0,,,7,,,,,,,74,100
4387,note_on,,0,0,0,,,7,,,,,,,71,100
4387,note_on,,0,0,0,,,7,,,,,,,69,0
4387,note_on,,0,0,0,,,7,,,,,,,69,100
4387,note_on,,0,0,0,,,7,,,,,,,57,0
4387,note_on,,0,0,0,,,7,,,,,,,57,100
4387,note_on,,0,0,0,,,7,,,,,,,45,0
4387,note_on,,0,0,0,,,7,,,,,,,45,100
4447,note_on,,60,0,0,,,4,,,,,,,74,0
4447,note_on,,0,0,0,,,4,,,,,,,78,80
4447,note_on,,0,0,0,,,4,,,,,,,83,0
4447,note_on,,0,0,0,,,4,,,,,,,86,80
4447,note_on,,0,0,0,,,5,,,,,,,62,0
4447,note_on,,0,0,0,,,5,,,,,,,66,80
4447,note_on,,0,0,0,,,5,,,,,,,59,0
4447,note_on,,0,0,0,,,5,,,,,,,62,80
4447,note_on,,0,0,0,,,6,,,,,,,57,0
4447,note_on,,0,0,0,,,6,,,,,,,57,80
4447,note_on,,0,0,0,,,6,,,,,,,45,0
4447,note_on,,0,0,0,,,6,,,,,,,45,80
4447,note_on,,0,0,0,,,7,,,,,,,74,0
4447,note_on,,0,0,0,,,7,,,,,,,78,100
4447,note_on,,0,0,0,,,7,,,,,,,71,0
4447,note_on,,0,0,0,,,7,,,,,,,74,100
4447,note_on,,0,0,0,,,7,,,,,,,69,0
4447,note_on,,0,0,0,,,7,,,,,,,69,100
4447,note_on,,0,0,0,,,7,,,,,,,57,0
4447,note_on,,0,0,0,,,7,,,,,,,57,100
4447,note_on,,0,0,0,,,7,,,,,,,45,0
4447,note_on,,0,0,0,,,7,,,,,,,45,100
4507,note_on,,60,0,0,,,4,,,,,,,78,0
4507,note_on,,0,0,0,,,4,,,,,,,76,80
4507,note_on,,0,0,0,,,4,,,,,,,86,0
4507,note_on,,0,0,0,,,4,,,,,,,85,80
4507,note_on,,0,0,0,,,5,,,,,,,66,0
4507,note_on,,0,0,0,,,5,,,,,,,64,80
